6,5,7,5
6,15,7,7
6,218,8,6
3,1885,7,6
3,1885,8,18
3,218,7,7
3,218,8,21
3,1906,7,9
3,1906,8,12
5,879,7,4
5,879,8,15
4,3629,7,4
8,457,7,8
8,457,8,19
7,2149,7,5
7,2149,8,17
1,262,7,2
1,262,8,13
1,218,8,5
2,3144,7,9
2,3144,8,20
