"Line number in raw-data/historische_familiennnamen.csv";"Name";"Canton";"Commune";"Reason"
26902;"Bugada";"GR";"Lostallo";"Invalid „CATEG“ entry"
40425;"de Muller";"FR";"Fribourg";"Invalid „CATEG“ entry"
81045;"Hermann";"GR";"Poschiavo";"Invalid „CATEG“ entry"
150238;"Rey";"GE";"Versoix";"Invalid „CATEG“ entry"
194501;"von Erlach";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
194502;"von Erlach";"NE";"Neuchâtel";"Duplicate entry in historische_familiennamen.csv"
211462;"von Aarburg";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211463;"von Aarburg";"LU";"Triengen";"Duplicate entry in historische_familiennamen.csv"
211464;"von Aarburg";"SG";"Kaltbrunn";"Duplicate entry in historische_familiennamen.csv"
211465;"von Adelsheim-von Ernst";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211466;"von Aesch";"BE";"Grossaffoltern";"Duplicate entry in historische_familiennamen.csv"
211467;"von Aesch";"NE";"Cernier";"Duplicate entry in historische_familiennamen.csv"
211468;"von Aesch";"NE";"Fontaines";"Duplicate entry in historische_familiennamen.csv"
211469;"von Aesch";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211470;"von Ah";"OW";"Giswil";"Duplicate entry in historische_familiennamen.csv"
211471;"von Ah";"OW";"Sachseln";"Duplicate entry in historische_familiennamen.csv"
211472;"von Ah";"OW";"Sarnen";"Duplicate entry in historische_familiennamen.csv"
211473;"von Ah";"ZH";"Hombrechtikon";"Duplicate entry in historische_familiennamen.csv"
211474;"von Ah";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211475;"von Albertis";"SG";"Rorschach";"Duplicate entry in historische_familiennamen.csv"
211476;"von Allmen";"BE";"Beatenberg";"Duplicate entry in historische_familiennamen.csv"
211477;"von Allmen";"BE";"Gadmen";"Duplicate entry in historische_familiennamen.csv"
211478;"von Allmen";"BE";"Heimiswil";"Duplicate entry in historische_familiennamen.csv"
211479;"von Allmen";"BE";"Lauterbrunnen";"Duplicate entry in historische_familiennamen.csv"
211480;"von Allmen";"BE";"Saanen";"Duplicate entry in historische_familiennamen.csv"
211481;"von Allmen";"BE";"Unterseen";"Duplicate entry in historische_familiennamen.csv"
211482;"von Allmen";"BE";"Wilderswil";"Duplicate entry in historische_familiennamen.csv"
211483;"von Allmen";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211484;"von Allmen";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211485;"von Allmen";"GE";"Carouge";"Duplicate entry in historische_familiennamen.csv"
211486;"von Allmen";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211487;"von Allmen";"NE";"Boudevilliers";"Duplicate entry in historische_familiennamen.csv"
211488;"von Allmen";"NE";"Gorgier";"Duplicate entry in historische_familiennamen.csv"
211489;"von Allmen";"NE";"La Chaux-de-Fonds";"Duplicate entry in historische_familiennamen.csv"
211490;"von Allmen";"NE";"Peseux";"Duplicate entry in historische_familiennamen.csv"
211491;"von Allmen";"SO";"Egerkingen";"Duplicate entry in historische_familiennamen.csv"
211492;"von Allmen";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211493;"von Allmen";"VD";"Lausanne";"Duplicate entry in historische_familiennamen.csv"
211494;"von Allmen";"ZH";"Neftenbach";"Duplicate entry in historische_familiennamen.csv"
211495;"von Allmen";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211496;"von Allmen";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211497;"von Alten";"AG";"Laufenburg";"Duplicate entry in historische_familiennamen.csv"
211498;"von Alten";"BE";"Thun";"Duplicate entry in historische_familiennamen.csv"
211499;"von Alvensleben";"TI";"Cureggia";"Duplicate entry in historische_familiennamen.csv"
211500;"von Alvensleben";"TI";"Torricella-Taverne";"Duplicate entry in historische_familiennamen.csv"
211501;"von Anacker";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211502;"von Angern";"SO";"Horriwil";"Duplicate entry in historische_familiennamen.csv"
211503;"von Arb";"BE";"Grossaffoltern";"Duplicate entry in historische_familiennamen.csv"
211504;"von Arb";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211505;"von Arb";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211506;"von Arb";"SO";"Derendingen";"Duplicate entry in historische_familiennamen.csv"
211507;"von Arb";"SO";"Härkingen";"Duplicate entry in historische_familiennamen.csv"
211508;"von Arb";"SO";"Neuendorf";"Duplicate entry in historische_familiennamen.csv"
211509;"von Arb";"SO";"Wolfwil";"Duplicate entry in historische_familiennamen.csv"
211510;"von Arb";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211511;"von Arx";"AG";"Küttigen";"Duplicate entry in historische_familiennamen.csv"
211512;"von Arx";"BE";"Burgdorf";"Duplicate entry in historische_familiennamen.csv"
211513;"von Arx";"BE";"Melchnau";"Duplicate entry in historische_familiennamen.csv"
211514;"von Arx";"BE";"Seedorf";"Duplicate entry in historische_familiennamen.csv"
211515;"von Arx";"BE";"Utzenstorf";"Duplicate entry in historische_familiennamen.csv"
211516;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211517;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211518;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211519;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211520;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211521;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211522;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211523;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211524;"von Arx";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211525;"von Arx";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211526;"von Arx";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211527;"von Arx";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211528;"von Arx";"GE";"Lancy";"Duplicate entry in historische_familiennamen.csv"
211529;"von Arx";"GL";"Glarus";"Duplicate entry in historische_familiennamen.csv"
211530;"von Arx";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211531;"von Arx";"NE";"Peseux";"Duplicate entry in historische_familiennamen.csv"
211532;"von Arx";"SO";"Dornach";"Duplicate entry in historische_familiennamen.csv"
211533;"von Arx";"SO";"Dulliken";"Duplicate entry in historische_familiennamen.csv"
211534;"von Arx";"SO";"Egerkingen";"Duplicate entry in historische_familiennamen.csv"
211535;"von Arx";"SO";"Gunzgen";"Duplicate entry in historische_familiennamen.csv"
211536;"von Arx";"SO";"Horriwil";"Duplicate entry in historische_familiennamen.csv"
211537;"von Arx";"SO";"Härkingen";"Duplicate entry in historische_familiennamen.csv"
211538;"von Arx";"SO";"Härkingen";"Duplicate entry in historische_familiennamen.csv"
211539;"von Arx";"SO";"Kestenholz";"Duplicate entry in historische_familiennamen.csv"
211540;"von Arx";"SO";"Kestenholz";"Duplicate entry in historische_familiennamen.csv"
211541;"von Arx";"SO";"Neuendorf";"Duplicate entry in historische_familiennamen.csv"
211542;"von Arx";"SO";"Neuendorf";"Duplicate entry in historische_familiennamen.csv"
211543;"von Arx";"SO";"Niederbuchsiten";"Duplicate entry in historische_familiennamen.csv"
211544;"von Arx";"SO";"Niedererlinsbach";"Duplicate entry in historische_familiennamen.csv"
211545;"von Arx";"SO";"Niedergösgen";"Duplicate entry in historische_familiennamen.csv"
211546;"von Arx";"SO";"Oberbuchsiten";"Duplicate entry in historische_familiennamen.csv"
211547;"von Arx";"SO";"Obererlinsbach";"Duplicate entry in historische_familiennamen.csv"
211548;"von Arx";"SO";"Obergösgen";"Duplicate entry in historische_familiennamen.csv"
211549;"von Arx";"SO";"Oensingen";"Duplicate entry in historische_familiennamen.csv"
211550;"von Arx";"SO";"Olten";"Duplicate entry in historische_familiennamen.csv"
211551;"von Arx";"SO";"Olten";"Duplicate entry in historische_familiennamen.csv"
211552;"von Arx";"SO";"Olten";"Duplicate entry in historische_familiennamen.csv"
211553;"von Arx";"SO";"Olten";"Duplicate entry in historische_familiennamen.csv"
211554;"von Arx";"SO";"Olten";"Duplicate entry in historische_familiennamen.csv"
211555;"von Arx";"SO";"Riedholz";"Duplicate entry in historische_familiennamen.csv"
211556;"von Arx";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211557;"von Arx";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211558;"von Arx";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211559;"von Arx";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211560;"von Arx";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211561;"von Arx";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211562;"von Arx";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211563;"von Arx";"SO";"Stüsslingen";"Duplicate entry in historische_familiennamen.csv"
211564;"von Arx";"SO";"Walterswil";"Duplicate entry in historische_familiennamen.csv"
211565;"von Arx";"SO";"Wangen bei Olten";"Duplicate entry in historische_familiennamen.csv"
211566;"von Arx";"SO";"Wangen bei Olten";"Duplicate entry in historische_familiennamen.csv"
211567;"von Arx";"SO";"Winznau";"Duplicate entry in historische_familiennamen.csv"
211568;"von Arx";"SO";"Wisen";"Duplicate entry in historische_familiennamen.csv"
211569;"von Arx";"SO";"Wolfwil";"Duplicate entry in historische_familiennamen.csv"
211570;"von Arx";"SO";"Wolfwil";"Duplicate entry in historische_familiennamen.csv"
211571;"von Arx";"SO";"Zullwil";"Duplicate entry in historische_familiennamen.csv"
211572;"von Arx";"VD";"Grens";"Duplicate entry in historische_familiennamen.csv"
211573;"von Arx";"VD";"Lausanne";"Duplicate entry in historische_familiennamen.csv"
211574;"von Arx";"ZH";"Adliswil";"Duplicate entry in historische_familiennamen.csv"
211575;"von Arx";"ZH";"Erlenbach";"Duplicate entry in historische_familiennamen.csv"
211576;"von Arx";"ZH";"Männedorf";"Duplicate entry in historische_familiennamen.csv"
211577;"von Arx";"ZH";"Regensberg";"Duplicate entry in historische_familiennamen.csv"
211578;"von Arx";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211579;"von Arx";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211580;"von Arx";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211581;"von Arx";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211582;"von Arx";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211583;"von Arx";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211584;"von Arx";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211585;"von Atzigen";"OW";"Alpnach";"Duplicate entry in historische_familiennamen.csv"
211586;"von Auw";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211587;"von Auw";"VD";"Morges";"Duplicate entry in historische_familiennamen.csv"
211588;"von Auw";"ZH";"Benken";"Duplicate entry in historische_familiennamen.csv"
211589;"von Babo";"SZ";"Steinen";"Duplicate entry in historische_familiennamen.csv"
211590;"von Bachmann alias Pacquement";"GL";"Näfels";"Duplicate entry in historische_familiennamen.csv"
211591;"von Ballmoos";"BE";"Heimiswil";"Duplicate entry in historische_familiennamen.csv"
211592;"von Ballmoos";"BE";"Reichenbach im Kandertal";"Duplicate entry in historische_familiennamen.csv"
211593;"von Ballmoos";"BE";"Rohrbachgraben";"Duplicate entry in historische_familiennamen.csv"
211594;"von Ballmoos";"BE";"Thunstetten";"Duplicate entry in historische_familiennamen.csv"
211595;"von Ballmoos";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211596;"von Ballmoos";"SO";"Oberramsern";"Duplicate entry in historische_familiennamen.csv"
211597;"von Ballmoos";"ZH";"Dübendorf";"Duplicate entry in historische_familiennamen.csv"
211598;"von Ballmoos";"ZH";"Wetzikon";"Duplicate entry in historische_familiennamen.csv"
211599;"von Bank";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211600;"von Bavier";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211601;"von Bayer";"SG";"Rorschach";"Duplicate entry in historische_familiennamen.csv"
211602;"von Behrens";"BE";"Grindelwald";"Duplicate entry in historische_familiennamen.csv"
211603;"von Below";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211604;"von Benoit";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211605;"von Bergen";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211606;"von Bergen";"BE";"Biel";"Duplicate entry in historische_familiennamen.csv"
211607;"von Bergen";"BE";"Guttannen";"Duplicate entry in historische_familiennamen.csv"
211608;"von Bergen";"BE";"Hasliberg";"Duplicate entry in historische_familiennamen.csv"
211609;"von Bergen";"BE";"Langenthal";"Duplicate entry in historische_familiennamen.csv"
211610;"von Bergen";"BE";"Meiringen";"Duplicate entry in historische_familiennamen.csv"
211611;"von Bergen";"BE";"Oberried am Brienzersee";"Duplicate entry in historische_familiennamen.csv"
211612;"von Bergen";"BE";"Schattenhalb";"Duplicate entry in historische_familiennamen.csv"
211613;"von Bergen";"BE";"Unterseen";"Duplicate entry in historische_familiennamen.csv"
211614;"von Bergen";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211615;"von Bergen";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211616;"von Bergen";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211617;"von Bergen";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211618;"von Bergen";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211619;"von Bertrab";"AG";"Aarau";"Duplicate entry in historische_familiennamen.csv"
211620;"von Bertrab";"BE";"Boltigen";"Duplicate entry in historische_familiennamen.csv"
211621;"von Beust";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211622;"von Beyer";"TI";"Muralto";"Duplicate entry in historische_familiennamen.csv"
211623;"von Bidder";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211624;"von Bidder";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211625;"von Blarer";"BL";"Aesch";"Duplicate entry in historische_familiennamen.csv"
211626;"von Boletzky";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211627;"von Bondeli";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211628;"von Bondeli";"NE";"Neuchâtel";"Duplicate entry in historische_familiennamen.csv"
211629;"von Bonstetten";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211630;"von Borck";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211631;"von Briel";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211632;"von Briel";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211633;"von Brodowski";"AG";"Baden";"Duplicate entry in historische_familiennamen.csv"
211634;"von Brunn";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211635;"von Brunn";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211636;"von Bulmerincq";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211637;"von Buol";"AG";"Kaiserstuhl";"Duplicate entry in historische_familiennamen.csv"
211638;"von Burg";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211639;"von Burg";"SO";"Balsthal";"Duplicate entry in historische_familiennamen.csv"
211640;"von Burg";"SO";"Bettlach";"Duplicate entry in historische_familiennamen.csv"
211641;"von Burg";"SO";"Grenchen";"Duplicate entry in historische_familiennamen.csv"
211642;"von Burg";"SO";"Lommiswil";"Duplicate entry in historische_familiennamen.csv"
211643;"von Burg";"SO";"Mümliswil-Ramiswil";"Duplicate entry in historische_familiennamen.csv"
211644;"von Burg";"SO";"Selzach";"Duplicate entry in historische_familiennamen.csv"
211645;"von Burg";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211646;"von Burg";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211647;"von Burg";"SO";"Wisen";"Duplicate entry in historische_familiennamen.csv"
211648;"von Burg";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211649;"von Burg";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211650;"von Bülow";"TI";"Novazzano";"Duplicate entry in historische_familiennamen.csv"
211651;"von Bülow-Köster";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211652;"von Büren";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211653;"von Büren";"BE";"Grossaffoltern";"Duplicate entry in historische_familiennamen.csv"
211654;"von Büren";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211655;"von Büren";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211656;"von Büren";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211657;"von Büren";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211658;"von Büren";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211659;"von Büren";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211660;"von Büren";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211661;"von Büren";"LU";"Beromünster";"Duplicate entry in historische_familiennamen.csv"
211662;"von Büren";"LU";"Emmen";"Duplicate entry in historische_familiennamen.csv"
211663;"von Büren";"NE";"Le Locle";"Duplicate entry in historische_familiennamen.csv"
211664;"von Büren";"NE";"Le Locle";"Duplicate entry in historische_familiennamen.csv"
211665;"von Büren";"NE";"Môtiers";"Duplicate entry in historische_familiennamen.csv"
211666;"von Büren";"NE";"Neuchâtel";"Duplicate entry in historische_familiennamen.csv"
211667;"von Büren";"NW";"Buochs";"Duplicate entry in historische_familiennamen.csv"
211668;"von Büren";"NW";"Ennetmoos";"Duplicate entry in historische_familiennamen.csv"
211669;"von Büren";"NW";"Stansstad";"Duplicate entry in historische_familiennamen.csv"
211670;"von Büren";"SO";"Flumenthal";"Duplicate entry in historische_familiennamen.csv"
211671;"von Büren";"SO";"Oberdorf";"Duplicate entry in historische_familiennamen.csv"
211672;"von Büren";"SO";"Riedholz";"Duplicate entry in historische_familiennamen.csv"
211673;"von Büren";"SO";"Rüttenen";"Duplicate entry in historische_familiennamen.csv"
211674;"von Büren";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211675;"von Büren";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211676;"von Büren";"SO";"Zuchwil";"Duplicate entry in historische_familiennamen.csv"
211677;"von Büren";"ZH";"Bubikon";"Duplicate entry in historische_familiennamen.csv"
211678;"von Büren";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211679;"von Büren";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211680;"von Büren";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211681;"von Capeller";"BS";"Riehen";"Duplicate entry in historische_familiennamen.csv"
211682;"von Castelmur";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211683;"von Crayen";"LU";"Büron";"Duplicate entry in historische_familiennamen.csv"
211684;"von Crayen";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211685;"von Dach";"BE";"Buchholterberg";"Duplicate entry in historische_familiennamen.csv"
211686;"von Dach";"BE";"Grossaffoltern";"Duplicate entry in historische_familiennamen.csv"
211687;"von Dach";"BE";"Lyss";"Duplicate entry in historische_familiennamen.csv"
211688;"von Dach";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211689;"von Dach";"ZH";"Lindau";"Duplicate entry in historische_familiennamen.csv"
211690;"von Dach";"ZH";"Wallisellen";"Duplicate entry in historische_familiennamen.csv"
211691;"von Dach";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211692;"von Dechend";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211693;"von den Steinen";"BS";"Riehen";"Duplicate entry in historische_familiennamen.csv"
211694;"von der Aa";"AG";"Sins";"Duplicate entry in historische_familiennamen.csv"
211695;"von der Aa";"VD";"Lausanne";"Duplicate entry in historische_familiennamen.csv"
211696;"von der Aa";"VD";"Vevey";"Duplicate entry in historische_familiennamen.csv"
211697;"von der Crone";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211698;"von der Crone";"ZH";"Glattfelden";"Duplicate entry in historische_familiennamen.csv"
211699;"von der Crone";"ZH";"Russikon";"Duplicate entry in historische_familiennamen.csv"
211700;"von der Crone";"ZH";"Stäfa";"Duplicate entry in historische_familiennamen.csv"
211701;"von der Crone";"ZH";"Urdorf";"Duplicate entry in historische_familiennamen.csv"
211702;"von der Crone";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211703;"von der Crone";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211704;"von der Goltz";"TI";"Massagno";"Duplicate entry in historische_familiennamen.csv"
211705;"von der Heiden";"UR";"Andermatt";"Duplicate entry in historische_familiennamen.csv"
211706;"Von der Mühll";"VD";"Lausanne";"Duplicate entry in historische_familiennamen.csv"
211707;"Von der Mühll";"VD";"Payerne";"Duplicate entry in historische_familiennamen.csv"
211708;"von der Pahlen";"ZH";"Langnau am Albis";"Duplicate entry in historische_familiennamen.csv"
211709;"von der Weid";"FR";"Fribourg";"Duplicate entry in historische_familiennamen.csv"
211710;"von Deschwanden";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211711;"von Deschwanden";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211712;"von Deschwanden";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211713;"von Deschwanden";"OW";"Giswil";"Duplicate entry in historische_familiennamen.csv"
211714;"von Deschwanden";"OW";"Kerns";"Duplicate entry in historische_familiennamen.csv"
211715;"von Droste Hülshoff";"AG";"Böttstein";"Duplicate entry in historische_familiennamen.csv"
211716;"von Dunker";"ZH";"Fischenthal";"Duplicate entry in historische_familiennamen.csv"
211717;"von Däniken";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211718;"von Däniken";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211719;"von Däniken";"SO";"Kestenholz";"Duplicate entry in historische_familiennamen.csv"
211720;"von Däniken";"SO";"Niedererlinsbach";"Duplicate entry in historische_familiennamen.csv"
211721;"von Däniken";"SO";"Niedergösgen";"Duplicate entry in historische_familiennamen.csv"
211722;"von Däniken";"SO";"Obererlinsbach";"Duplicate entry in historische_familiennamen.csv"
211723;"von Däniken";"SO";"Solothurn";"Duplicate entry in historische_familiennamen.csv"
211724;"von Däniken";"SO";"Stüsslingen";"Duplicate entry in historische_familiennamen.csv"
211725;"von Däniken";"SO";"Subingen";"Duplicate entry in historische_familiennamen.csv"
211726;"von Däniken";"ZH";"Männedorf";"Duplicate entry in historische_familiennamen.csv"
211727;"von Däniken";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211728;"von Eggis";"FR";"Fribourg";"Duplicate entry in historische_familiennamen.csv"
211729;"von Ehrenberg";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211730;"von Ehrenberg";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211731;"von Eichthal";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211732;"von Erlach";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211733;"von Erlach";"NE";"Neuchâtel";"Duplicate entry in historische_familiennamen.csv"
211734;"von Ernst";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211735;"von Escher";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211736;"von Escher";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211737;"von Euw";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211738;"von Euw";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211739;"von Euw";"SZ";"Alpthal";"Duplicate entry in historische_familiennamen.csv"
211740;"von Euw";"SZ";"Lauerz";"Duplicate entry in historische_familiennamen.csv"
211741;"von Euw";"SZ";"Morschach";"Duplicate entry in historische_familiennamen.csv"
211742;"von Euw";"SZ";"Rothenthurm";"Duplicate entry in historische_familiennamen.csv"
211743;"von Euw";"SZ";"Schwyz";"Duplicate entry in historische_familiennamen.csv"
211744;"von Euw";"ZH";"Oberglatt";"Duplicate entry in historische_familiennamen.csv"
211745;"von Euw";"ZH";"Winterthur";"Duplicate entry in historische_familiennamen.csv"
211746;"von Euw";"ZH";"Zollikon";"Duplicate entry in historische_familiennamen.csv"
211747;"von Euw";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211748;"von Euw";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211749;"von Euw";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211750;"von Fadgyas";"AG";"Aarau";"Duplicate entry in historische_familiennamen.csv"
211751;"von Falkenstein";"AG";"Aarau";"Duplicate entry in historische_familiennamen.csv"
211752;"von Famintzin";"SG";"St. Gallen";"Duplicate entry in historische_familiennamen.csv"
211753;"von Famintzin";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211754;"von Felbert";"BE";"Burgdorf";"Duplicate entry in historische_familiennamen.csv"
211755;"von Felbert";"SO";"Olten";"Duplicate entry in historische_familiennamen.csv"
211756;"von Fellenberg";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211757;"von Fellenberg";"SO";"Bolken";"Duplicate entry in historische_familiennamen.csv"
211758;"von Felten";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211759;"von Felten";"GE";"Genève";"Duplicate entry in historische_familiennamen.csv"
211760;"von Felten";"SO";"Kestenholz";"Duplicate entry in historische_familiennamen.csv"
211761;"von Felten";"SO";"Niedererlinsbach";"Duplicate entry in historische_familiennamen.csv"
211762;"von Felten";"SO";"Obererlinsbach";"Duplicate entry in historische_familiennamen.csv"
211763;"von Felten";"SO";"Olten";"Duplicate entry in historische_familiennamen.csv"
211764;"von Felten";"SO";"Winznau";"Duplicate entry in historische_familiennamen.csv"
211765;"von Fischer";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211766;"von Fischer";"VD";"Montherod";"Duplicate entry in historische_familiennamen.csv"
211767;"von Fliedner";"SH";"Beringen";"Duplicate entry in historische_familiennamen.csv"
211768;"von Flüe";"LU";"Luzern";"Duplicate entry in historische_familiennamen.csv"
211769;"von Flüe";"OW";"Kerns";"Duplicate entry in historische_familiennamen.csv"
211770;"von Flüe";"OW";"Sachseln";"Duplicate entry in historische_familiennamen.csv"
211771;"von Flüe";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211772;"von Frankenberg und Ludwigsdorf";"BL";"Läufelfingen";"Duplicate entry in historische_familiennamen.csv"
211773;"von Franz";"ZH";"Zürich";"Duplicate entry in historische_familiennamen.csv"
211774;"von Freudenreich";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211775;"von Freudenreich";"VD";"Monnaz";"Duplicate entry in historische_familiennamen.csv"
211776;"von Frisching";"BE";"Bern";"Duplicate entry in historische_familiennamen.csv"
211777;"von Gabain";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211778;"von Geymüller";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
211779;"von Glenk";"BL";"Pratteln";"Duplicate entry in historische_familiennamen.csv"
211780;"von Goldschmidt";"BS";"Riehen";"Duplicate entry in historische_familiennamen.csv"
211781;"von Goldschmidt-Rothschild";"BS";"Basel";"Duplicate entry in historische_familiennamen.csv"
