LOC:INFO;LOC:NAME;LOC:CANTON;NS1:PLACEOFORIGINNAME;NS1:CANTONABBREVIATION;NS1:PLACEOFORIGINID;NS1:SUCCESSORID;NS1:HISTORYMUNICIPALITYID;NS1:VALIDFROM;NS1:VALIDTO;COMMENT;EDITOR
MANUAL;Peccia;TI;Lavizzara;TI;5323;;14497;04.04.2004;;grösste Gemeinde;
MANUAL;Ebnat-Kappel;SG;Ebnat-Kappel, Kappel;SG;7900;;;;;;
MANUAL;Olivone;TI;Blenio;TI;5049;;14918;22.10.2006;;grösste Gemeinde;
MANUAL;Colombier NE;NE;Colombier (Milvignes);NE;7925;;;01.01.2013;;;
MANUAL;St-Romain (Ayent);VS;Ayent;VS;6082;;11666;;;"mehrere Orte; nach genauer Prüfung (LK, Netzrecherche) scheiden manche davon aus; andere sind aneinandergebaut u. ähnlich gross; St. Romain liegt zentral und hat die Kirche.";LK
MANUAL;Rüti b. Büren;BE;Rüti bei Büren;BE;393;;15056;;;;
MANUAL;Chavannes-sous-Orsonnens;FR;Villorsonnens (Granges-la-Battiaz);FR;7205;;;01.01.2017;;;
MANUAL;Posieux;FR;Hauterive;FR;2233;;14141;;;grösste Gemeinde;
MANUAL;Villarimboud;FR;Villaz (Macconnens);FR;7537;;;01.01.2020;;"""Mit Wirkung auf den 1. Januar 1973 wurde Macconnens nach Villarimboud eingemeindet.""";
MANUAL;Niederried b. Interlaken;BE;Niederried bei Interlaken;BE;588;;15160;;;;
MANUAL;Romainmôtier;VD;Romainmôtier-Envy;VD;5761;;14549;01.01.1970;;;
MANUAL;Heimenschwand;BE;Buchholterberg;BE;923;;15322;;;;
MANUAL;Villaz-St-Pierre;FR;Villaz (La Folliaz);FR;7533;;;01.01.2020;;;
MANUAL;Grolley;FR;Grolley (Corsalettes (Lac));FR;7237;;;01.01.2017;;;
MANUAL;Bühl b. Aarberg;BE;Bühl;BE;734;;15240;;;;
MANUAL;Twann;BE;Twann-Tüscherz;BE;756;;14978;01.01.2010;;grösste Gemeinde;
MANUAL;Le Bry;FR;Pont-en-Ogoz (Villars-d'Affry);FR;7218;;;01.01.2017;;;
MANUAL;Uttigen;BE;Uttigen (Kienersrüti);BE;7480;;;01.01.2018;;;
MANUAL;Rüti b. Lyssach;BE;Rüti bei Lyssach;BE;422;;15079;;;;
MANUAL;Wohlen b. Bern;BE;Wohlen bei Bern;BE;360;;15038;;;;
MANUAL;Le Sépey;VD;Ormont-Dessous;VD;5410;;14670;;;"""Hauptort der Gem. Ormont-Dessous VD""";
MANUAL;Alvaneu Dorf;GR;Albula/Alvra;GR;3542;;16062;01.01.2015;;vermutlich grösste Gemeinde;
MANUAL;Charmey (Gruyère);FR;Val-de-Charmey (Charmey);FR;7230;;;01.01.2017;;;
MANUAL;Villars-Tiercelin;VD;Jorat-Menthue;VD;5804;;15491;01.07.2011;;grösste Gemeinde;
MANUAL;Degersheim;SG;Degersheim-Dorf;SG;7970;;;30.05.2014;;;
MANUAL;Donat;GR;Muntogna da Schons;GR;3715;;16598;01.01.2021;;grösste Gemeinde;
MANUAL;Vaumarcus;NE;Vaumarcus (La Grande Béroche);NE;7519;;;01.01.2018;;;
MANUAL;Küssnacht am Rigi;;Küssnacht;SZ;1331;;14470;;;mehrere Orte;
MANUAL;Belfaux;FR;Belfaux (Cutterwil);FR;7234;;;01.01.2017;;;
MANUAL;Rueyres-St-Laurent;FR;Gibloux (Rueyres-Saint-Laurent);FR;7265;;;01.01.2017;;;
MANUAL;Glovelier;JU;Sceut;JU;7911;;;01.01.1979;;;
MANUAL;Buix;JU;Buix (Basse-Allaine);JU;7108;;;01.03.2016;;;
MANUAL;Sta. Maria Val Müstair;GR;Val Müstair (Sta. Maria);GR;7378;;;01.01.2018;;;
MANUAL;Montignez;JU;Montignez (Basse-Allaine);JU;7110;;;01.03.2016;;;
MANUAL;Rovray;VD;Rovray (Arrissoules);VD;7025;;;01.01.2016;;;
MANUAL;Bangerten b. Dieterswil;BE;Rapperswil (Bangerten);BE;7507;;;01.01.2018;;;
MANUAL;Murist;FR;Estavayer (La Vounaise);FR;7149;;;01.01.2017;;;
MANUAL;Ependes FR;FR;Bois-d'Amont;FR;2238;;16594;01.01.2021;;grösste Gemeinde;
MANUAL;Simplon Dorf;VS;Simplon;VS;6009;;12984;;;grösste Gemeinde;
MANUAL;Uitikon Waldegg;ZH;Uitikon;ZH;248;;13696;;;;
MANUAL;Gondo;VS;Zwischbergen;VS;6011;;10159;;;;
MANUAL;St-Sulpice NE;NE;Saint-Sulpice (Val-de-Travers);NE;7951;;;01.01.2013;;;
MANUAL;Seewis Dorf;GR;Seewis im Prättigau;GR;3972;;16037;;;vermutlich grösste Gemeinde;
MANUAL;Maracon;VD;Maracon (La Rogivue);VD;7024;;;01.01.2016;;;
MANUAL;Martigny-Croix;VS;Martigny-Combe;VS;6137;;12756;;;Hauptort;
MANUAL;Les Geneveys-sur-Coffrane;NE;Les Geneveys-sur-Coffrane (Val-de-Ruz);NE;7935;;;01.01.2013;;;
MANUAL;Murten;FR;Murten (Altavilla);FR;7298;;;01.01.2017;;;
MANUAL;Wiler b. Utzenstorf;BE;Wiler bei Utzenstorf;BE;554;;15133;;;;
MANUAL;Ependes FR;FR;Bois-d'Amont (Sales);FR;7541;;;01.01.2021;;;
MANUAL;Rocourt;JU;Rocourt (Haute-Ajoie);JU;7323;;;01.01.2018;;;
MANUAL;Dombresson;NE;Dombresson (Val-de-Ruz);NE;7930;;;01.01.2013;;;
MANUAL;Oberwald;VS;Obergoms;VS;6076;;14958;01.01.2009;;grösste Gemeinde;
MANUAL;St-Martin FR;FR;Saint-Martin;FR;2335;;14484;;;;
MANUAL;Deisswil b. Münchenbuchsee;BE;Deisswil bei Münchenbuchsee;BE;535;;15115;;;;
MANUAL;Sedrun;GR;Tujetsch;GR;3986;;16042;01.01.1976;;"""Sedrun ist der politische und kirchliche Hauptort des Tujetsch.""";
MANUAL;Müstair;GR;Val Müstair;GR;3847;;16049;01.01.2009;;grösste Gemeinde;
MANUAL;Magadino;TI;Gambarogno;TI;5398;;15391;25.04.2010;;grösste Gemeinde;
MANUAL;Wilen (Gottshaus);TG;Hauptwil-Gottshaus;TG;4486;;15446;;;beide einzeln aufgeführt -> davon grösste Gemeinde;
MANUAL;Laufen;BL;Laufen-Vorstadt;BL;7863;;;01.01.1994;;"""1852 wurden die beiden Gemeinden Laufen Stadt und Laufen Vorstadt vereinigt.""";
MANUAL;St-Léonard;VS;Saint-Léonard;VS;6246;;12857;;;;
MANUAL;Cresta (Avers);GR;Avers;GR;3681;;15984;;;"""Die zentrale Siedlung mit Kirche, Schule, Gemeindehaus, Tankstelle und Lebensmittelgeschäft ist Cresta.""";
MANUAL;Veyras;VS;Noble-Contrée;VS;6254;;16603;01.01.2021;;grösste Gemeinde;
MANUAL;Montmelon;JU;Montmelon (Clos du Doubs);JU;7114;;;01.03.2016;;;
MANUAL;Villeneuve FR;FR;Surpierre (Villeneuve (FR));FR;7157;;;01.01.2017;;;
MANUAL;Grangettes-près-Romont;FR;Grangettes;FR;2079;;12113;;;;
MANUAL;Fontainemelon;NE;Fontainemelon (Val-de-Ruz);NE;7933;;;01.01.2013;;;
MANUAL;Villiers;NE;Villiers (Val-de-Ruz);NE;7940;;;01.01.2013;;;
MANUAL;Courtemaîche;JU;Courtemaîche (Basse-Allaine);JU;7109;;;01.03.2016;;;
MANUAL;Cudrefin;VD;Cudrefin (Champmartin);VD;7023;;;01.01.2016;;;
MANUAL;St-Martin VS;VS;Saint-Martin;VS;6087;;13032;;;;
MANUAL;Radelfingen b. Aarberg;BE;Radelfingen;BE;309;;15003;;;;
MANUAL;Aeschi b. Spiez;BE;Aeschi bei Spiez;BE;562;;15138;;;;
MANUAL;Marin-Epagnier;NE;La Tène;NE;6461;;16113;01.01.2009;;grösste Gemeinde;
MANUAL;Sâles (Gruyère);FR;Sâles;FR;2152;;14138;01.01.2001;;;
MANUAL;Oberuzwil;SG;Oberuzwil-Dorf;SG;7907;;;;;;
MANUAL;Walliswil b. Niederbipp;BE;Walliswil bei Niederbipp;BE;990;;15373;;;;
MANUAL;Praz (Vully);FR;Mont-Vully (Bas-Vully);FR;7302;;;01.01.2017;;Bas-Vully wurde zu Mont-Vully (Hauptort), als einzelne Gemeinde nicht in Liste aufgeführt. Praz (Vully) ist die grösste Gemeinde von Bas-Vully;AW
MANUAL;Schinznach Dorf;AG;Schinznach;AG;4125;;15645;01.01.2014;;grösste Gemeinde;
MANUAL;Oberwil b. Büren;BE;Oberwil bei Büren;BE;391;;15054;;;;
MANUAL;Schmitten (Albula);GR;Schmitten;GR;3514;;15964;;;;
MANUAL;Biel/Bienne;BE;Bözingen;BE;7851;;;;;"""Bözingen (französisch Boujean) ist das flächenmässig grösste Quartier (Ortsteil) der Stadt Biel/Bienne. Die ehemals selbständige Gemeinde Bözingen wurde 1917 nach Biel eingemeindet.""";
MANUAL;Walliswil b. Wangen;BE;Walliswil bei Wangen;BE;991;;15374;;;;
MANUAL;Villarepos;FR;Courtepin (Chandossel);FR;7279;;;01.01.2017;;;
MANUAL;Rossens FR;FR;Gibloux;FR;2236;;15677;01.01.2016;;grösste Gemeinde;
MANUAL;Bassecourt;JU;Bassecourt (Haute-Sorne);JU;7122;;;01.03.2016;;;
MANUAL;Le Mouret;FR;Le Mouret (Montécu);FR;7248;;;01.01.2017;;;
MANUAL;Höfen b. Thun;BE;Stocken-Höfen (Höfen);BE;7481;;;01.01.2018;;;
MANUAL;Siviriez;FR;Siviriez (Villaranon);FR;7185;;;01.01.2017;;Villaranon hat nur 60 Einwohner und liegt geografisch »nahe« bei Siviriez, weswegen ich Siviriez eingetragen habe.;AW
MANUAL;Montsevelier;JU;Montsevelier (Val Terbi);JU;7127;;;01.03.2016;;;
MANUAL;Ilanz;GR;Ilanz/Glion;GR;3619;;16061;01.01.2014;;grösste Gemeinde;
MANUAL;Vella;GR;Lumnezia;GR;3618;;16058;01.01.2013;;grösste Gemeinde;
MANUAL;Mogelsberg;SG;Neckertal;SG;3378;;14950;01.01.2009;;grösste Gemeinde;
MANUAL;Semsales;FR;Semsales (La Rougève);FR;7309;;;01.01.2017;;;
MANUAL;Romont FR;FR;Romont (FR) (Arruffens);FR;7177;;;01.01.2017;;;
MANUAL;Schwanden GL;GL;Glarus Süd;GL;1631;;15478;01.01.2011;;grösste Gemeinde;
MANUAL;Medels im Rheinwald;GR;Splügen (Medels i. Rh.);GR;7452;;;01.01.2018;;;
MANUAL;Messen;SO;Alt Messen;SO;7919;;;01.01.2010;;;
MANUAL;Noiraigue;NE;Noiraigue (Val-de-Travers);NE;7946;;;01.01.2013;;;
MANUAL;Alpnach Dorf;OW;Alpnach;OW;1401;;11753;;;vermutlich grösste Gemeinde;
MANUAL;Mur (Vully) VD;VD;Vully-les-Lacs (Mur);VD;7048;;;01.01.2016;;;
MANUAL;Thielle;NE;Thielle-Wavre (La Tène);NE;7942;;;01.01.2013;;als Einzelorte aufgeführt -> davon grösste Gemeinde (Stand vor Fusion);
MANUAL;Leuk Stadt;VS;Leuk;VS;6110;;15618;;;;
MANUAL;Miécourt;JU;Miécourt (La Baroche);JU;7106;;;01.03.2016;;;
MANUAL;Montreux;VD;Montreux (Montreux-Châtelard);VD;7017;;;01.01.2016;;;
MANUAL;Rossens FR;FR;Gibloux (Rossens (FR));FR;7262;;;01.01.2017;;;
MANUAL;Hauenstein;SO;Hauenstein-Ifenthal;SO;2491;;11985;;;;
MANUAL;Dompierre FR;FR;Belmont-Broye (Dompierre (FR));FR;7165;;;01.01.2017;;;
MANUAL;Vauffelin;BE;Sauge;BE;449;;15632;01.01.2014;;grösste Gemeinde;
MANUAL;Rudolfstetten;;Rudolfstetten-Friedlisberg;AG;4075;;12830;01.01.1953;;;
MANUAL;Le Sentier;VD;Le Chenit;VD;5872;;14646;;;grösste Gemeinde;
MANUAL;Apples;VD;Hautemorges;VD;5656;;16612;01.07.2021;;grösste Gemeinde;
MANUAL;Azmoos;SG;Wartau;SG;3276;;14410;;;grösste Gemeinde;
MANUAL;Basse-Nendaz;VS;Nendaz;VS;6024;;12518;;;Hauptort;
MANUAL;Arvigo;GR;Calanca (Landarenca);GR;7393;;;01.01.2018;;;
MANUAL;Soyhières;JU;Riedes-Dessus;JU;7912;;;;;;
MANUAL;Couvet;NE;Couvet (Val-de-Travers);NE;7944;;;01.01.2013;;;
MANUAL;Abtwil SG;SG;Gaiserwald;SG;3442;;14465;;;grösste Gemeinde;
MANUAL;Heiligenschwendi;BE;Schwendi;BE;7854;;;;;"unklar: ""Schwendi, Weiler der Gemeinde Graben im Kanton Bern, Schweiz oder Schwendi, Vorort von Grindelwald im Kanton Bern, Schweiz""//LK: Weder noch. In eCH-0135 findet sich 7854 Schwendi neben 7855 Strättligen (Oft sind die Orte ähnlicher Laufnummern auch geogr. benachbart). Strättligen wurde Thun eingemeindet. In der Nähe von Thun findet sich Heiligenschwendi: ""Die Ortschaft Schwendi, auf einigen Karten auch Heiligenschwendi genannt, ist ein Kurort hoch über dem Thunersee im Kanton Bern."" https://www.quaeldich.de/paesse/schwendi-pass/; Histor. Karten auf https://map.geo.admin.ch/ bestätigen dies.";LK
MANUAL;Höfen b. Thun;BE;Stocken-Höfen;BE;770;;15637;01.01.2014;;grösste Gemeinde;
MANUAL;S. Vittore;GR;San Vittore;GR;3835;;16021;;;;
MANUAL;Fahrni b. Thun;BE;Fahrni;BE;925;;15324;;;;
MANUAL;Vers-l'Eglise;VD;Ormont-Dessus;VD;5411;;14669;;;Hauptort;
MANUAL;St. Antönien;GR;Luzein (St. Antönien-Castels);GR;7347;;;01.01.2018;;;
MANUAL;Intragna;TI;Centovalli;TI;5397;;14973;25.10.2009;;grösste Gemeinde;
MANUAL;Torny-le-Grand;FR;Torny;FR;2115;;14478;01.01.2004;;;
MANUAL;St-Imier;BE;Saint-Imier;BE;443;;15094;;;;
MANUAL;Montalchez;NE;Montalchez (La Grande Béroche);NE;7517;;;01.01.2018;;;
MANUAL;St-Barthélemy VD;VD;Saint-Barthélemy;VD;5535;;14612;;;;
MANUAL;Boveresse;NE;Boveresse (Val-de-Travers);NE;7947;;;01.01.2013;;;
MANUAL;Sornetan;BE;Petit-Val;BE;716;;15662;01.01.2015;;grösste Gemeinde;
MANUAL;Guschelmuth;FR;Gurmels (Kleinguschelmuth);FR;7288;;;01.01.2017;;;
MANUAL;Gsteig b. Gstaad;BE;Gsteig;BE;841;;15279;;;;
MANUAL;Wengi b. Büren;BE;Wengi;BE;394;;15057;;;;
MANUAL;Marly;FR;Marly (Chésalles);FR;7238;;;01.01.2017;;;
MANUAL;St. Peter;GR;Arosa (St. Peter-Pagig);GR;7359;;;01.01.2018;;St. Peter & Pagig einzeln aufgeführt -> davon grössere Gemeinde;
MANUAL;Ependes FR;FR;Bois-d'Amont (Ependes (FR));FR;7540;;;01.01.2021;;;
MANUAL;Murist;FR;Estavayer;FR;2054;;15689;01.01.2017;;grösste Gemeinde;
MANUAL;Teuffenthal b. Thun;BE;Teuffenthal;BE;940;;15337;;;;
MANUAL;Goumoens-la-Ville;VD;Goumoëns;VD;5541;;15490;01.07.2011;;grösste Gemeinde;
MANUAL;Oberriet SG;SG;Oberriet-Holzrhode;SG;7872;;;;;nicht in Liste, nächste Gemeinde = Oberriet;
MANUAL;Näfels;GL;Glarus Nord;GL;1630;;15479;01.01.2011;;grösste Gemeinde;
MANUAL;Schwarzenegg;BE;Oberlangenegg;BE;935;;15332;;;AW: Schwarzenegg liegt in der Gemeinde Unterlangenegg, jedoch ist Schwarzenegg mit Oberlangenegg zusammengebaut (siehe Google Maps). Deswegen habe ich die Nachbargemeinde Schwarzenegg eingetragen;AW
MANUAL;Donat;GR;Muntogna da Schons (Donath);GR;7550;;;01.01.2021;;;
MANUAL;Diessbach b. Büren;BE;Diessbach bei Büren;BE;385;;15048;;;;
MANUAL;S. Antonino;TI;Sant'Antonino;TI;5017;;13012;;;;
MANUAL;Bussy FR;FR;Estavayer (Bussy (FR));FR;7136;;;01.01.2017;;;
MANUAL;Miécourt;JU;La Baroche;JU;6810;;14969;01.01.2009;;grösste Gemeinde;
MANUAL;St-George;VD;Saint-George;VD;5434;;14615;;;;
MANUAL;Wil AG;AG;Mettauertal;AG;4184;;15388;01.01.2010;;grösste Gemeinde;
MANUAL;Le Châtelard-près-Romont;FR;Le Châtelard;FR;2067;;12611;;;;
MANUAL;Assens;VD;Assens (Malapalud);VD;7031;;;01.01.2016;;;
MANUAL;Réclère;JU;Réclère (Haute-Ajoie);JU;7120;;;01.03.2016;;;
MANUAL;Bôle;NE;Bôle (Milvignes);NE;7924;;;01.01.2013;;;
MANUAL;Balm b. Messen;SO;Balm bei Messen;SO;2443;;;01.01.2010;;;
MANUAL;Seleute;JU;Seleute (Clos du Doubs);JU;7117;;;01.03.2016;;;
MANUAL;Riom;GR;Surses (Riom-Parsonz);GR;7339;;;01.01.2018;;Riom & parsonz einzeln aufgeführt -> davon grössere Gemeinde;
MANUAL;Lussery-Villars;VD;Lussery-Villars (Lussery);VD;7022;;;01.01.2016;;;
MANUAL;Feldbrunnen;SO;Feldbrunnen-St. Niklaus;SO;2544;;11986;;;;
MANUAL;St-Cierges;VD;Montanaire (Saint-Cierges);VD;7096;;;01.01.2016;;;
MANUAL;Gordevio;TI;Avegno Gordevio;TI;5324;;14940;20.04.2008;;beide Orte einzeln aufgeführt -> davon grössere Gemeinde;
MANUAL;Diepoldsau;SG;Diepoldsau-Schmitter;SG;7869;;;;;;
MANUAL;Thun;BE;Strättligen;BE;7855;;;;;"""Strättligen ist eine ehemalige Gemeinde im Kanton Bern. 1920 wurde sie in die Stadt Thun eingemeindet.""";
MANUAL;Murten;FR;Murten (Burg);FR;7299;;;01.01.2017;;"""Am 1. Januar 1975 wurde Burg nach Murten eingemeindet. """;
MANUAL;Enney;FR;Bas-Intyamon;FR;2162;;14479;01.01.2004;;grösste Gemeinde;
MANUAL;Rossens FR;FR;Gibloux (Illens);FR;7274;;;01.01.2017;;"""Vor ihrer Fusion mit der Gemeinde Rossens per 1. Januar 1972 galt sie mit ihren rund einem Dutzend Einwohnern als die kleinste Gemeinde der Schweiz.""";
MANUAL;St-Oyens;VD;Saint-Oyens;VD;5436;;14586;;;;
MANUAL;Collombey;VS;Collombey-Muraz;VS;6152;;11596;;;grösste Gemeinde;
MANUAL;St-Aubin FR;FR;Saint-Aubin;FR;2041;;13702;;;;
MANUAL;Courtemaîche;JU;Basse-Allaine;JU;6807;;14970;01.01.2009;;mehrere Orte;
MANUAL;Sessa;TI;Croglio;TI;9071;9072;;;31.12.1952;Gemeinde Tresa, Ort nicht vorhanden, Kreis Sessa;
MANUAL;Sessa;TI;Croglio;TI;5178;5239;13252;;18.04.2021;Gemeinde Tresa, Ort nicht vorhanden, Kreis Sessa;
MANUAL;Oron-la-Ville;VD;Oron;VD;5805;;15504;01.01.2012;;grösste Gemeinde;
MANUAL;Oron-la-Ville;VD;Oron;VD;7908;5793;;;13.07.2004;grösste Gemeinde;
MANUAL;Erlinsbach SO;SO;Niedererlinsbach;SO;2494;2503;12543;;31.12.2005;Wird von der Automatik falsch zu Erlinsbach AG zugeordnet;RK
MANUAL;Arisdorf;BL;Olsberg;BL;7864;;;;;Wird von der Automatik falsch zu Olsberg AG zugeordnet, ist aber die ehemalige Gemeinde Olsberg BL, die 1882 mit Arisdorf BL fusioniert wurde.;RK
MANUAL;Saules BE;BE;Saules;BE;707;;15224;;;Wird von der Automatik falsch zu Saules in der Gemeinde Val-de-Ruz NE zugeordnet;RK
MANUAL;Frümsen;SG;Sennwald-Frümsen;SG;7875;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Salez;SG;Sennwald-Salez;SG;7877;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Sax;SG;Sennwald-Sax;SG;7878;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Vättis;SG;Pfäfers-Vättis;SG;7883;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Valens;SG;Pfäfers-Valens;SG;7884;7922;;30.04.2012;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Vasön;SG;Pfäfers-Vasön;SG;7885;7922;;30.04.2012;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Mols;SG;Quarten-Mols;SG;7886;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Murg;SG;Quarten-Murg;SG;7887;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Oberterzen;SG;Quarten-Oberterzen;SG;7888;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Quinten;SG;Quarten-Quinten;SG;7889;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Berschis;SG;Walenstadt-Berschis;SG;7892;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Tscherlach;SG;Walenstadt-Tscherlach;SG;7893;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Walenstadtberg;SG;Walenstadt-Walenstadtberg;SG;7894;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Maseltrangen;SG;Schänis-Maseltrangen;SG;7896;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Rufi;SG;Schänis-Rufi;SG;7897;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Bichwil;SG;Oberuzwil-Bichwil;SG;7903;3407;;30.06.2020;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Niederglatt SG;SG;Oberuzwil-Niederglatt;SG;7904;3407;;09.11.2009;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Bernhardzell;SG;Waldkirch-Bernhardzell;SG;7906;;;;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Stein SG;SG;Nesslau-Stein;SG;7956;;;01.01.2013;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Krummenau;SG;Nesslau-Krummenau;SG;7957;;;01.01.2013;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Ennetbühl;SG;Nesslau-Ennetbühl;SG;7958;;;01.01.2013;;Wird von der Automatik per NAME_PREFIX falsch zugeordnet;RK
MANUAL;Effretikon;ZH;Illnau-Effretikon;ZH;174;296;13235;01.01.1974;31.12.2015;Effretikon ist der grössere Ort;
MANUAL;Effretikon;ZH;Illnau-Effretikon;ZH;296;;15671;01.01.2016;;Effretikon ist der grössere Ort;
MANUAL;Alchenflüh;BE;Rüdtligen-Alchenflüh;BE;420;;15077;;;;
MANUAL;Schwarzenegg;BE;Oberlangenegg;BE;935;;15332;;;;
MANUAL;Bussigny;VD;Bussigny-sur-Morges;VD;5624;5624;;;31.12.1958;;
MANUAL;Bussigny;VD;Bussigny-près-Lausanne;VD;5624;5624;14839;01.01.1959;30.04.2014;;
MANUAL;St-Saphorin-sur-Morges;VD;Saint-Saphorin-sur-Morges;VD;5647;5634;14589;;30.06.2011;;
MANUAL;Münster VS;VS;Münster-Geschinen;VS;6074;6077;14502;01.10.2004;31.12.2016;;
MANUAL;Reckingen VS;VS;Reckingen-Gluringen;VS;6075;6077;14503;01.10.2004;31.12.2016;;
MANUAL;Steg VS;VS;Steg-Hohtenn;VS;6204;;14961;01.01.2009;;;
MANUAL;Fenin;NE;Fenin-Vilars-Saules;NE;6477;7932;11983;;31.12.2012;;
MANUAL;Siviriez;FR;Siviriez (Villaranon);FR;7185;;;01.01.2017;;Villaranon hat 60 Einwohner und liegt geografisch am nächsten zu Siviriez;
MANUAL;Praz (Vully);FR;Mont-Vully (Bas-Vully);FR;7302;;;01.01.2017;;Praz (Vully) die grösste Gemeinde von Bas-Vully;
MANUAL;Môtier (Vully);FR;Mont-Vully (Haut-Vully);FR;7303;;;01.01.2017;;Môtier (Vully) ist die grösste Gemeinde von Haute-Vully;
MANUAL;Rieden SG;SG;Gommiswald-Rieden;SG;7955;;;01.01.2013;;;
MANUAL;Arni AG;AG;Arni-Islisberg;AG;9010;4084;11320;;31.12.1982;;
MANUAL;Apples;VD;Bussy-sur-Morges;VD;9078;5625;11242;;31.12.1960;;
